"mu","lambda1","lambda2","q12","q21"
0.0868682407206244,0.400630027301297,0.581140150171181,0.189981419247518,0.268422822438951
0.00132813420849324,0.180704617753213,0.442339103519695,0.179106611391962,0.293733060502642
0.00109604942771556,0.338362852087417,0.506846857984286,0.402674798551324,0.633165431384173
0.00259710818446175,0.172457893333174,0.601040476214198,0.761273319132448,1.02333695707371
0.000824981515026347,0.149700789128833,0.622153505662513,1.55048139982038,1.99753583702052
0.00142328154034222,0.10169284364049,0.716451738628423,1.57100608883626,1.61142522389793
0.00479154775471292,0.0674059373126736,0.64846225921843,1.72789619662501,1.96636394630266
0.00795907570339631,0.0106145292615114,0.721048635808917,2.42597855310589,3.17347183437167
0.00800620996640221,0.00491273359860098,0.998745317076227,2.54287711012352,5.25812732810234
0.00431432642565852,0.0180796774014641,1.14413485817011,3.0472331041767,5.31866109129893
0.011457703512964,0.016091123840022,0.981279898633818,3.12895536509517,5.02318340112375
0.0184813711028916,0.0157358235861746,0.988994091884945,3.67714803862841,6.83020975641826
0.010597762629073,0.00458420796755362,1.08635418426007,3.92397375671648,6.96476023263218
0.00743930215802262,0.00852071960758362,1.10341806656819,4.58904082825466,9.94763965525474
0.00543584891965275,0.00691430256502385,1.18321903499151,6.00627836011409,13.9885771259926
0.00890439241727298,0.00697953075611689,1.35570769193209,6.27036303965434,11.4143421907704
0.0152125472217849,0.0109990494076005,1.00867370473645,6.67884932466842,9.67842501092512
0.00899720025660245,0.00446646958874335,0.989884636036425,6.5306231978703,10.5294254855864
0.0142724902242275,0.000959268151955149,1.05382242806127,5.73436202724446,10.406922067111
0.00897090857336481,0.00520601899421564,1.10384120743439,6.25244562291235,11.1784410189121
0.01192999696211,0.00397863171802944,1.07633641218802,6.28076741256216,11.3378810534468
0.0142240537040609,0.00395844020493069,1.2436028001461,5.5914637201319,11.496362554024
0.00254565727022324,0.00300949090421592,1.18592776354438,5.98365707388843,11.3766191630839
0.00721689572705836,0.00342940069555089,1.16393815518312,5.60175024070256,11.0314225127532
0.000672606839970198,0.00369572978169266,1.07336980483479,5.74084000619538,11.0654182470481
0.00491098994501202,0.00217100171420307,1.23528184864655,5.55909202682055,11.7948781963454
0.00628439052439632,0.00800816030440014,1.15101404228475,5.85251188671737,10.3769103376211
0.00971013284370851,0.00106882599251722,1.12291235100706,5.60527777622975,11.3727926936948
0.00274067498258687,0.00320680009997117,1.1951817286243,5.81359192525745,10.8786570945771
2.91500883598906e-05,0.0040373249369103,1.08954253331549,6.33808985032849,10.3505802225874
0.003194082169102,0.00416813147167472,1.08410419925713,5.22717397993631,8.55767999767264
0.00306733995411516,0.00334886969775345,1.07626274476365,5.03430622027362,8.89292817058599
0.00662180159598433,0.00326591545798381,1.07504478056581,5.34641150797599,9.10249002076311
0.00133116160049287,0.00432132021131193,1.06445630078131,5.01526728708179,9.16819516041873
0.00124089309141605,0.000990944139222327,1.06223183400676,5.45263051514395,9.13162008779226
0.000369835616578587,0.00188016694354703,1.03145109967804,5.54141808154874,9.58074279002948
0.00211939202114849,0.00548194098604036,1.01069004877964,5.68649455731653,8.5759007356403
0.0061212981459107,0.00606692164896994,0.942652715981881,6.06962261059619,9.2243540858192
0.0124893299725214,0.0054921546633919,0.986292025253571,5.49933978206776,9.79924099945028
0.00400877235426612,0.00230639118482993,1.03462915116734,6.06826770169666,11.4429575489511
0.004401666450023,0.00041994108544808,1.12428850262412,6.82785252195707,12.8372691536981
0.00244984647978635,0.00127194699337608,1.17726826809533,6.80607267454525,12.6179476571458
0.00330387594190121,0.000771970586750816,1.16379310230573,7.09116438202819,13.1257980065609
0.00501088306973139,0.00204092748649025,1.07187824340386,6.73933695474898,11.7950385227057
0.00322835562454827,0.00449749071157779,1.08630248472537,6.13583710163893,11.1515380803219
0.00501953343606508,0.00775961534566513,1.10846904037361,6.16759046193273,11.8473449598721
0.00171476910937326,0.00195130559349207,1.10104490052582,6.26652553501791,10.3240527630291
0.0131792121167709,0.0024566762491556,1.0250056351662,6.3503626788819,11.6240763041164
0.00671865739272096,0.00489978667613847,1.17179382621413,5.69421844651376,11.5854972448115
0.00174829316418341,0.000226207251988683,1.19119585564399,6.25934521086899,11.4367708140688
0.00496171748278884,0.000100391193020993,1.17558435996296,5.57746974587169,10.2866593802517
0.00179935941599013,0.00086336464692889,1.16047054555829,5.31146352884651,9.17611759115772
0.00784375655904274,0.00130556001992662,1.02794554194562,5.29357427784534,9.18103002060226
0.000113674311418608,0.00059051359804469,1.16388790227466,5.14222139871971,9.42877856737024
0.000307768523142319,0.000563600391162226,1.15398730135266,4.84461686963597,9.10368714390344
0.00102832194639421,0.000580965748395588,1.06915591655178,4.67475646448703,8.89980979777894
0.00479742869697243,0.00228655157024883,1.19546335756022,4.53304279630065,9.67709929707481
0.00314228312955403,0.00395717185830422,1.20541307146371,5.15322816755615,10.5076541519272
0.00554263342908108,0.000883448141790068,1.18582357957735,5.71214762061827,11.1408355036299
0.00422055327701543,0.0023036520863665,1.06097744100234,6.7730705753966,11.0221026767993
0.00336816823500071,0.000880789450386951,1.02185164392861,6.52157411161537,10.6795039558895
0.00512412354895103,0.00164266944343029,1.04378066647626,6.54930397793138,11.7064877818451
0.00801059323303965,5.07128799756699e-05,1.1024358394977,7.50579590160149,11.5100808385872
0.000636226022957755,0.00010920419653086,0.966392943832556,6.7800885909962,11.1464739099723
0.00614200326792843,0.000112736171114221,0.987984315065332,6.93032503787228,10.432017171301
0.0126463650595647,0.000743819258092302,0.996459513696679,7.42890695326761,12.4293114431314
0.00281633124311026,0.00519373846583142,1.0112942021623,7.44632554149633,13.2396491837755
0.00515594080478646,0.00536683708608469,1.02078032089293,7.64252559575569,13.4212082069914
0.00306044823071018,0.00286451455821601,1.10435127571014,7.01665842766175,11.2692457199644
0.000718938641115129,0.00783641611919163,1.01433504655365,6.74564391211839,10.1088871904265
0.00238160631080324,0.00756182064924333,0.91966095746324,6.38966542558521,10.0677729597862
0.000110207721089117,0.00271120098775383,0.948087014655727,6.34175385005549,9.99357036893139
0.00400479627971556,0.00400396014951397,1.04689590169894,5.60117264377661,9.65182552156853
0.00331151800948183,0.00280573354462984,1.06471061385157,5.60946322148302,10.1425178914412
0.00028651693014462,0.00341066462335992,1.15292395013372,5.68360643237466,10.240834069169
0.00276206416779234,0.00453218854983051,1.12369248187649,6.17967020566212,8.98071673206134
0.00665546347314218,0.00286362768578492,0.895193476657191,6.49155693388369,9.74935044554143
0.00312169306683214,0.000273874526839814,0.985145035371695,6.21298196659249,9.97749451632556
0.00049684645107889,0.000625246118197505,0.942868079443894,6.56978392394897,11.2300305915153
0.0175099957021223,0.00381540491992069,1.09663803344048,5.91505972929868,9.45387935779464
0.0238944689617964,0.0039768126672571,1.12305345204834,5.12745572561967,9.33607268125226
0.00403252351691045,0.001978685566399,1.02853328291369,6.12584369844395,9.46750643617881
0.00639580333457795,0.000508715761126632,0.927460307788513,6.37529121311649,8.64552875446563
0.00296771177557646,0.000599810680491304,0.944357029082349,6.25339295664138,9.52592006647278
0.00519961997308249,0.000189667615691089,1.05822472359222,5.05181423267617,8.58782759079402
0.00150609571192222,0.00403163269546192,1.0369581713738,5.07140227280835,9.50023381731887
0.00111934212854608,0.00304246306056781,1.10600733562869,5.49837731944593,10.3665315178364
0.000176517256465684,0.00151528192696971,1.11980134269657,5.90002221722793,10.8414238260734
0.00884128594530526,0.00366586088766956,1.13288247721569,5.57656828718933,10.3307562894329
0.00202888976344772,0.00103379694857815,1.04082762586252,5.73022271655242,10.4539184263117
0.00398774781635361,0.00377981802179005,1.12321648879647,5.38044528090137,8.93025205891127
0.0109199234237263,0.000558495863301379,0.926924257446911,5.34536761007945,7.35122261756579
0.00953608065287657,0.000173694107174925,0.859164449526827,5.28564177718687,6.83211042337598
0.00420447437218098,0.000228322478135404,1.04452289718475,4.38625679639841,8.49044039218234
0.00448260431415035,0.00028640093061986,1.21161291218445,4.65580481641406,9.35754076462718
0.000943938548471488,0.00229295500429544,1.21813235982728,4.80903068870258,9.13682055055643
0.00052857677471671,0.00263357151110429,1.15666591235816,5.05958679654588,9.35380125419715
0.0013891179775015,0.00157255811519097,1.13555441782051,5.08765584411236,9.09914563248413
0.00286538483675195,0.00408557537442658,1.06979647018103,5.75531592424164,10.0000017886191
4.08995120023563e-05,0.000244291474630096,0.987447354695271,6.41328164038033,9.86986112642581
0.000434621450146435,0.00677488171720895,1.0120381160192,6.58880857253676,10.9006941868133
0.000655103237291565,0.000382692996100975,0.980001805399684,6.73925502708163,10.2470301210875
0.00361681920121295,0.000146667169954007,1.03034890526551,5.40508309884909,8.5607512721787
0.0025631318280148,4.63271816319144e-05,1.0264540406944,5.31595268150441,8.45654579698991
0.000205063712525005,0.00302834342793251,1.02420411336709,5.04414572282194,8.3296914116431
0.000396175495814378,0.000364358183638153,0.982268097636615,5.3200730683232,8.81094448682367
0.000786040159540651,0.00139609936635213,0.962490791877437,6.05610579517055,8.80698885065019
0.000879468210998109,0.00112670387485366,0.991881487615111,5.97693706172835,9.23639260949082
0.00230175634623099,0.000219828282411919,0.99053874144745,6.0649237631613,9.13541320194006
0.000145653393902193,0.00149516439607974,0.971424850099863,5.30795950733848,8.3805192450013
3.48376759271675e-05,0.000598035781441923,0.958093082784256,4.84742123458179,7.69681504442037
0.00137393572891447,0.00070733779541799,0.938802512381738,4.94677414686334,7.39837154796028
0.000231671537824866,0.00383426235999809,0.966735110701435,4.81334748333938,7.64587416992204
0.000529366360046332,0.00464783386951652,0.981692968485318,4.94240812380485,8.42358882379399
0.00146189756130351,0.00186709911979365,1.14222757768883,5.03956306945383,8.26519195133501
0.00293147008758865,0.00197861924928792,0.959963249220241,5.57678688607029,8.43731110999159
0.0179763262329196,0.00138606930593503,1.05023008824832,5.05785806643369,8.37019084341484
0.00632915562878445,0.00485256164934603,1.03449808307092,5.22407983992656,9.6065442032985
0.0108707760687516,0.0069979159459079,1.05110364781906,5.18876715730352,10.255743843444
0.00973433064333336,0.00882290571584321,1.16279557508395,5.85877579571155,11.1472669364292
0.0116777936713177,0.00374407271579806,1.1199277375746,6.14524214683622,12.0906350213907
0.00790762228058364,0.00197609965366094,1.12931086350622,6.06082813480459,10.4665020088269
0.00873623258926511,0.000101090907926211,1.11192342937458,6.31511180463062,10.7855776214111
0.00883149734332651,0.00223675456123493,1.10700598970002,5.92644510801696,11.071298390559
0.00475310771843609,0.00106257747138096,1.12938047205976,5.89432796101392,10.3826120686038
0.00427586049202133,0.000693159173567377,1.04885039219758,5.9356486600592,9.52954576739769
0.00245239029829316,8.46420017606972e-05,0.978468429586071,5.94577955047146,9.14820236213456
0.00337893584512501,0.000384711178336185,0.9805180955444,5.66919265884543,8.96138213867272
0.00602921463440648,0.000349240593555894,0.976525122950598,5.46987177768359,7.64839906374875
0.00335880772304487,0.00200384060070384,0.989223082894955,5.2916213645284,9.75828556124072
0.000817514100365794,0.00048731775037934,1.09737368963708,5.7841690996346,9.64331848939252
0.0030370365927616,0.000581946395188885,1.12512029147268,5.35590678068446,10.7078685275868
0.00311767236541889,0.000160354892300822,1.20532726240151,5.4682953539344,10.310153332786
0.0214436143845987,0.00059291536126304,1.15498160645983,6.26699367235811,12.2179622533711
0.0047865271300125,0.000694327880746971,1.15651359499981,5.93564343965077,10.2447864974363
0.000140084251752758,0.000835120970628584,1.103452754112,5.70811967552104,10.5724127031931
0.00116846525332142,0.00235081476234781,1.10338510390622,6.00425631183868,10.3404512735675
0.000412870490171496,0.00296325688822101,1.03400158896689,6.24927951813679,10.0086797653269
0.000508896463874617,0.000340970367139263,0.975120710177937,6.45295446272012,8.86274973899473
0.00104148426492427,0.000848388345634488,0.876933682783354,6.40968521973969,9.43326591132555
0.00106603959619991,0.00145444854065596,0.997510087495863,5.56136456491345,8.08240196519139
0.00131490803146478,0.00131592817760965,1.02210156228971,5.71852332945634,8.00707114735226
0.00234281329894187,0.000106920845290881,0.945079649214887,5.97450509697085,9.19394491860251
0.00191480236560633,6.49219464780226e-05,1.04208474515504,4.98029543395972,7.59655490094135
0.0127467226790006,0.00149400858699374,0.955084848531991,5.11295436329094,8.00877755844447
0.00317559193571856,0.00495509870403351,1.0562012630342,5.00551453704832,9.08547473783115
0.00747731092545336,0.00334768387482876,1.04878749037672,5.14913896520281,9.41385997789037
0.0165713643202678,0.000175198594427672,1.15702947613851,4.69838736115614,8.56985880065766
0.0300932769481144,0.00176873698381404,1.1139540887813,4.75078864707424,8.41946709332991
0.0254384225968864,0.00172497554916713,1.10772917923827,5.33874722688456,10.1018373816412
0.00359159893296254,0.00385687972045386,1.14428444568158,5.2410048591159,10.1258310782243
0.00547672440875113,0.00272740391140303,1.18201785342206,4.87969827793536,9.1296198369921
0.00672002121949083,0.00273679201572446,1.06836583527281,5.82253922197965,9.10744423903384
2.76991963827531e-05,0.00067565582723331,0.952295831558401,5.62942498458547,9.1878802624517
0.000854639307685874,0.00217649677652411,1.06039799101666,5.48203068577845,9.39410855127357
0.00096490427885338,0.000242866948121494,1.05592708294444,5.09970461509351,9.05311654247202
0.000818113937784455,0.000301316700685649,1.18739056655175,4.66591478886243,8.4648651594282
0.00504950009973631,7.91736519112732e-05,1.09003134519925,5.35995110847694,9.20703217801497
0.013804414519721,7.26962113986333e-05,1.00907828005736,6.11524262463927,9.68690480098665
0.00481011005795274,0.0163647662013681,0.971798908932036,6.05107565804637,9.71147235080205
0.0147959584573186,0.00434425340935404,1.03716174370269,5.76075215030714,8.85273995262845
0.00110723818642713,0.00116626317181478,0.991189025348007,5.79898476492873,8.65328129858984
0.0144196048356625,0.00043169232596277,0.935298176299186,5.72935462417661,9.0001701646113
0.0137052186756106,0.00117196979798703,1.14967247622035,4.43228670443057,8.05128183319245
0.00619721871050791,0.000971576580033407,0.99192618659645,5.66018585715638,9.50503757489857
0.0176625063158244,0.000635950914414381,1.07032220612228,5.45861406174912,9.50923436285008
0.0122142384718993,0.000929496499657664,1.05904859282367,5.45264554237045,8.58458301644784
0.000311115260725342,0.00419818633084423,1.05772958910306,5.12754807741411,8.86102590768122
0.0029206895159351,0.00354795856201277,1.05776483055713,5.1778088804645,9.0189305077073
0.0102705187623864,0.00471312611807722,1.11925868929985,5.12719129826631,9.83913248789021
0.0138210388404117,0.000252697953519077,1.17960062566929,5.44691568389293,9.93216140276255
0.0126253819491606,0.00193114758285949,1.1809224438636,5.34052471568266,9.9868151551249
0.0179615034772706,0.000445022048137588,1.15197358183019,5.41964523315819,10.4062425660572
0.013796189049018,0.00276745672019737,1.15849814464526,6.1884706042094,11.8107997958101
0.0109909353409556,0.00293551579007973,1.16046400771614,5.92498650359924,9.7491347001884
0.0479593997685061,0.00295348252330433,1.10239823246449,6.53042216044853,10.5156127746701
0.0446237018306544,0.00636144551557872,1.10372898955962,5.62483899453221,9.34840610801924
0.0489863621251867,0.00379831906986225,1.11102862326298,5.81191179081363,11.9452079789517
0.0485960495089689,0.00145033706054243,1.28356028995896,5.79933330528004,11.3907635047021
0.0327042054537323,0.000226953695620628,1.1050943818654,7.10367090680293,11.7456978166397
0.0530700950163816,0.0012084679151672,1.09288786869298,7.10138643153817,10.9006143084648
0.0117083714386179,0.0012121325934882,0.955270437618274,6.51989383383528,9.3767239259211
0.00548270437432955,0.000234846753184817,0.969165799785417,5.34650081812835,9.08038072633954
0.0052591754854091,0.000280660116195285,1.1609321441756,4.60535080474609,8.98025524263668
0.00644228111394857,0.000976279442730053,1.11745953029333,5.26602220277942,10.0331325488764
0.00506618438797214,0.0017662090332014,1.10745933547906,5.35401909657462,10.141905610882
0.0106367442902757,0.00157626049216035,1.17610972299148,5.34994078777315,10.6563235872558
0.0073619800218763,0.00961248839580704,1.03116564593363,6.78383125714542,11.4067237287983
0.00161930290132993,0.0100995177573032,1.04913518476484,6.56696039182649,10.7829885428262
0.00364275681797648,0.00170396244233454,1.04946252644648,6.25365792122254,9.82571127535335
0.00192639145129102,0.00319718920290206,1.03672340175503,5.72552577779213,9.290274947989
0.000510573402934062,0.00684631284106318,1.01085344368655,5.42022097833039,9.03444067003155
0.00119332313589074,0.00324644251854589,1.05402046524436,5.29951061617265,8.87747037017885
3.93153763883209e-05,0.00127624428329158,1.0405362633528,5.05611642761245,9.55870162023399
0.000197985257516648,0.0004316338812858,1.06395644043322,5.03171793542891,8.29526726997625
0.0187237701382659,0.00562298691888425,1.05060113684211,4.55347803044497,8.18919207275081
0.0138374843600988,0.00448125666650553,1.11573156097582,4.53693419737175,8.68774939121121
0.00240784195039262,0.000692203248593806,1.13247271427559,4.75335119590528,8.97593379882192
0.00330035817483793,0.000762593340132093,1.13557206890645,4.53462327747648,8.34380238503245
0.00364198043048777,0.00373588799858819,1.10569473639513,4.81079826770393,8.57306031402601
0.00233127077314293,0.00102495805332435,1.09533188923776,4.67740425377036,9.13783877049042
0.00226927972253804,0.00916493336942647,1.17018195141752,4.79501529137803,9.55796133704014
0.0017499984780426,0.00404362375121948,1.2028257704125,5.67981529452106,11.236796508315
0.000450649206345362,0.00201083002550836,1.12241641833981,5.63501270215227,10.8309176431549
0.00181787420386331,0.00264492703558614,1.1421052265549,5.64342582182853,10.882064909446
0.0012458269630438,0.00114280066470287,1.12970509576751,5.488008517739,10.422777214325
0.00181849006727244,0.00292189285653591,1.11072754231273,5.63365152864439,10.6505686752544
2.6575051725101e-05,0.000177966125142676,1.10637185919552,6.20900698216708,10.4633463386027
0.00489838769767273,0.00122832763899258,1.09060337437289,5.44381310209708,10.3964254756039
0.00516641652298078,0.0011140535263294,1.09297391824274,5.69772968790096,9.40514442534648
0.00647774843589732,7.5940471494224e-05,0.939728649122095,6.13855854956967,9.42402353308731
0.00743978821350723,0.00149260250307834,0.926593006712159,6.10072031896163,9.61397950335973
0.00485205319957195,0.00647640765291061,1.04614174536574,5.43742301757049,8.64656879703847
0.00263587185762088,0.00120860539395495,1.10290430091276,4.66836161301419,8.1596936462201
0.00499167501528593,0.0128188644723332,0.976001490137471,4.58541591227934,7.44921504773533
0.00257220070023716,0.00367472606248167,0.996477719153788,4.52864754792725,7.210242383915
0.00350835772840231,0.00575574038331667,1.01990248064613,4.91899839543557,8.5690362709919
0.000858416693103955,0.000214532837567847,1.09209079615161,5.14476281764736,9.47561006018613
0.00262331355492961,0.00150607262574274,1.11833224459533,4.95622860399232,8.95021765985247
0.0128685073020469,0.00259303624823477,1.1398985238051,4.84564527721302,8.96264316536068
0.0101078755202023,0.00211408657405886,1.00718033398156,6.28968786765979,9.99621488070143
0.00875914254719715,0.00780281390063271,1.04830147054058,6.08515208210648,9.88208590084714
0.00387327867460784,0.00197808050054109,1.04830278184564,5.54230958266036,8.44323304165182
0.000813638130041633,0.00277275803226705,1.03052466556729,4.96993975216354,7.53020399888074
0.000429050621944708,0.00268178531063937,1.05477915451527,5.01395144095476,10.0463481804824
0.0040323406732578,0.00965690680448458,1.23878309055074,4.98733549636764,9.19072189703611
0.00170960168124658,0.00414942432066908,1.18332612322485,5.17370949625476,9.77724486761754
0.0023537967467738,0.00424381696577159,1.10818342646043,5.81898343759096,9.65449661886524
0.00281259401578575,0.00269416138798241,0.998245848142906,5.41458229202039,8.97313154800068
0.000677437288033981,0.0126815427688618,1.07550709418523,5.10303681433881,8.4625957695229
0.00521130529027017,0.00789023484150046,1.09291828104088,4.88420829431366,8.42840338669922
0.0040739680133972,0.00324865765524759,1.08158878190866,4.78797295711613,8.53755613712078
0.000787940433773853,0.00995407134234841,1.10417631898504,5.09903297902833,10.2883336698076
0.00513625832750364,0.0071034397897051,1.03158856713551,6.06612796852182,10.268847072711
0.000768202036704671,0.00653934975687094,1.11113987017327,5.5922356004943,9.81832545226932
0.00477519513920697,0.0012707680141403,1.03676853984973,5.77715377515272,9.73037944500258
0.0217390212069843,0.000757123616037471,1.03260780753492,6.03685371210889,9.7989955453306
0.00202451320499435,0.00127443272864755,0.9863453488497,5.89844405796469,10.1152780218619
0.00188804598579196,3.60883707647768e-05,0.992374122522411,6.49311146401891,10.0662675648566
0.00269985919904355,0.00140536170242102,1.00046024549587,6.63291909907781,11.7612052764382
0.00982595316677507,0.000735388890175271,1.18177551725243,5.9478455432203,10.6107636019856
0.011102618160142,0.000630248575755637,1.02773909996121,6.50829363167066,10.74787036728
